0.0	0.0	0.0	1.0	NULL
0.0	1.0	2.0	1.0	mismatch
1.9999999999999998	0.0	1.192	1.0	NULL
3.1919999999999997	1.0	2.0	1.0	mismatch
5.192	0.0	0.298	1.0	NULL
5.49	1.0	2.0	1.0	mismatch
7.49	0.0	0.596	1.0	NULL
8.086	1.0	2.0	1.0	mismatch
10.086	0.0	0.298	1.0	NULL
10.384	2.0	2.0	1.0	match
12.384	0.0	0.0	1.0	NULL
12.384	2.0	2.0	1.0	match
14.384000000000002	0.0	0.298	1.0	NULL
14.682000000000002	1.0	2.0	1.0	mismatch
16.682000000000006	0.0	0.298	1.0	NULL
16.980000000000004	1.0	2.0	1.0	mismatch
18.980000000000008	0.0	0.298	1.0	NULL
19.278000000000006	1.0	2.0	1.0	mismatch
21.278000000000013	0.0	0.298	1.0	NULL
21.57600000000001	1.0	2.0	1.0	mismatch
23.57600000000001	0.0	1.49	1.0	NULL
25.06600000000001	1.0	2.0	1.0	mismatch
27.06600000000001	0.0	0.298	1.0	NULL
27.364000000000008	1.0	2.0	1.0	mismatch
29.36400000000001	0.0	0.298	1.0	NULL
29.66200000000001	1.0	2.0	1.0	mismatch
31.66200000000001	0.0	0.298	1.0	NULL
31.960000000000008	2.0	2.0	1.0	match
33.96000000000001	0.0	0.0	1.0	NULL
33.96000000000001	2.0	2.0	1.0	match
35.96000000000002	0.0	0.298	1.0	NULL
36.258000000000024	2.0	2.0	1.0	match
42.258000000000024	0.0	0.0	1.0	NULL
42.258000000000024	1.0	2.0	1.0	mismatch
44.25800000000001	0.0	0.596	1.0	NULL
44.854000000000006	1.0	2.0	1.0	mismatch
46.85400000000002	0.0	1.192	1.0	NULL
48.04600000000002	2.0	2.0	1.0	match
50.04600000000002	0.0	0.0	1.0	NULL
50.04600000000002	2.0	2.0	1.0	match
52.04600000000002	0.0	0.298	1.0	NULL
52.34400000000002	2.0	2.0	1.0	match
54.344000000000015	0.0	0.298	1.0	NULL
54.64200000000002	2.0	2.0	1.0	match
56.64200000000002	0.0	0.0	1.0	NULL
56.64200000000002	2.0	2.0	1.0	match
58.642000000000024	0.0	0.596	1.0	NULL
59.23800000000002	2.0	2.0	1.0	match
61.23800000000002	0.0	0.0	1.0	NULL
61.23800000000002	2.0	2.0	1.0	match
63.23800000000002	0.0	0.596	1.0	NULL
63.83400000000002	1.0	2.0	1.0	mismatch
65.83400000000002	0.0	0.596	1.0	NULL
66.43000000000002	2.0	2.0	1.0	match
68.43000000000002	0.0	0.298	1.0	NULL
68.72800000000002	1.0	2.0	1.0	mismatch
70.72800000000002	0.0	0.298	1.0	NULL
71.02600000000002	1.0	2.0	1.0	mismatch
73.02600000000002	0.0	1.192	1.0	NULL
74.21800000000002	1.0	2.0	1.0	mismatch
76.21800000000002	0.0	0.298	1.0	NULL
76.51600000000002	1.0	2.0	1.0	mismatch
78.51600000000002	0.0	1.49	1.0	NULL
80.00600000000001	1.0	2.0	1.0	mismatch
86.00600000000001	0.0	0.0	1.0	NULL
86.00600000000001	1.0	2.0	1.0	mismatch
88.00600000000001	0.0	0.8939999999999999	1.0	NULL
88.90000000000002	1.0	2.0	1.0	mismatch
90.90000000000002	0.0	0.298	1.0	NULL
91.19800000000002	1.0	2.0	1.0	mismatch
93.19800000000004	0.0	0.8939999999999999	1.0	NULL
94.09200000000004	1.0	2.0	1.0	mismatch
96.09200000000003	0.0	1.192	1.0	NULL
97.28400000000002	1.0	2.0	1.0	mismatch
99.28400000000002	0.0	0.298	1.0	NULL
99.58200000000002	2.0	2.0	1.0	match
101.58200000000004	0.0	0.596	1.0	NULL
102.17800000000004	1.0	2.0	1.0	mismatch
104.17800000000004	0.0	0.298	1.0	NULL
104.47600000000004	1.0	2.0	1.0	mismatch
106.47600000000004	0.0	0.298	1.0	NULL
106.77400000000004	1.0	2.0	1.0	mismatch
108.77400000000003	0.0	0.298	1.0	NULL
109.07200000000003	1.0	2.0	1.0	mismatch
111.07200000000003	0.0	0.298	1.0	NULL
111.37000000000003	1.0	2.0	1.0	mismatch
113.37000000000003	0.0	0.298	1.0	NULL
113.66800000000003	1.0	2.0	1.0	mismatch
115.66800000000003	0.0	0.298	1.0	NULL
115.96600000000004	2.0	2.0	1.0	match
117.96600000000004	0.0	0.298	1.0	NULL
118.26400000000004	1.0	2.0	1.0	mismatch
120.26400000000004	0.0	0.298	1.0	NULL
120.56200000000004	1.0	2.0	1.0	mismatch
122.56200000000004	0.0	0.298	1.0	NULL
122.86000000000004	1.0	2.0	1.0	mismatch
128.86000000000004	0.0	0.596	1.0	NULL
129.45600000000005	1.0	2.0	1.0	mismatch
131.45600000000005	0.0	0.298	1.0	NULL
131.75400000000005	1.0	2.0	1.0	mismatch
133.75400000000005	0.0	0.298	1.0	NULL
134.05200000000005	1.0	2.0	1.0	mismatch
136.05200000000005	0.0	0.298	1.0	NULL
136.35000000000005	1.0	2.0	1.0	mismatch
138.35000000000002	0.0	0.298	1.0	NULL
138.64800000000002	1.0	2.0	1.0	mismatch
140.64800000000002	0.0	0.0	1.0	NULL
140.64800000000002	1.0	2.0	1.0	mismatch
142.64800000000002	0.0	0.298	1.0	NULL
142.94600000000003	1.0	2.0	1.0	mismatch
144.94600000000005	0.0	0.298	1.0	NULL
145.24400000000006	2.0	2.0	1.0	match
147.24400000000006	0.0	0.298	1.0	NULL
147.54200000000006	1.0	2.0	1.0	mismatch
149.54200000000006	0.0	0.298	1.0	NULL
149.84000000000006	1.0	2.0	1.0	mismatch
151.8400000000001	0.0	1.7879999999999998	1.0	NULL
153.6280000000001	1.0	2.0	1.0	mismatch
155.6280000000001	0.0	0.298	1.0	NULL
155.9260000000001	1.0	2.0	1.0	mismatch
157.9260000000001	0.0	0.596	1.0	NULL
158.5220000000001	1.0	2.0	1.0	mismatch
